,car_name,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
6666,Maruti Baleno,6,84999,Dealer,Diesel,Manual,27.39,1248,74.0,5,515000
6667,Maruti Swift,6,50000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,450000
6668,Honda City,6,63000,Dealer,Diesel,Manual,26.0,1498,98.6,5,575000
6669,Hyundai Verna,9,30917,Dealer,Diesel,Manual,22.32,1582,126.3,5,465000
6670,Maruti Baleno,5,27000,Dealer,Petrol,Manual,21.4,1197,83.1,5,585000
6671,Maruti Swift,11,68000,Dealer,Petrol,Manual,16.1,1197,85.0,5,240000
6672,Hyundai Verna,3,8143,Individual,Petrol,Manual,19.1,1368,98.6,5,930000
6673,Hyundai Creta,5,58500,Dealer,Diesel,Manual,19.67,1582,126.2,5,770000
6674,Maruti Swift Dzire,6,65000,Dealer,Diesel,Manual,19.3,1248,73.9,5,475000
6675,Maruti Swift,8,99426,Dealer,Diesel,Manual,22.9,1248,74.0,5,353000
6676,Toyota Innova,5,48000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1680000
6677,Ford Figo,6,75000,Dealer,Diesel,Manual,25.83,1498,99.0,5,395000
6678,Maruti Ciaz,3,37000,Individual,Petrol,Manual,21.56,1462,103.25,5,700000
6679,Honda Amaze,3,40000,Dealer,Diesel,Manual,25.8,1498,98.6,5,725000
6680,Maruti Wagon R,6,52000,Dealer,Petrol,Manual,21.79,998,67.05,5,310000
6681,Honda City,7,78000,Dealer,Diesel,Manual,26.0,1498,98.6,5,550000
6682,Toyota Innova,6,125000,Dealer,Diesel,Manual,12.8,2494,102.0,7,895000
6683,Honda City,9,134532,Dealer,Petrol,Automatic,16.8,1497,116.3,5,440000
6684,Maruti Baleno,3,48000,Dealer,Diesel,Manual,27.39,1248,74.0,5,599000
6685,Honda City,6,50000,Individual,Petrol,Manual,17.4,1497,117.3,5,620000
6686,Hyundai Creta,6,76000,Dealer,Diesel,Manual,19.67,1582,126.2,5,800000
6687,Maruti Baleno,4,25000,Dealer,Petrol,Manual,21.01,1197,81.8,5,625000
6688,Honda City,6,73000,Dealer,Diesel,Manual,26.0,1498,98.6,5,540000
6689,Maruti Ciaz,5,28014,Dealer,Petrol,Manual,20.73,1373,91.1,5,603000
6690,Hyundai Verna,5,33060,Dealer,Petrol,Manual,17.01,1591,121.3,5,625000
6691,Maruti Swift Dzire,4,25000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,610000
6692,Maruti Swift,7,60001,Dealer,Diesel,Manual,25.2,1248,74.0,5,310000
6693,Maruti Swift Dzire,4,37001,Dealer,Petrol,Manual,21.21,1197,81.8,5,599000
6694,Toyota Innova,4,68745,Dealer,Diesel,Manual,13.68,2393,147.8,7,1631000
6695,Hyundai Creta,6,70000,Individual,Diesel,Manual,19.67,1582,126.2,5,890000
6696,Honda Amaze,7,71000,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000
6697,Maruti Baleno,5,43000,Dealer,Petrol,Manual,21.01,1197,81.8,5,650000
6698,Mahindra XUV500,4,34000,Dealer,Diesel,Automatic,16.0,1997,140.0,7,1175000
6699,Maruti Swift,11,68000,Dealer,Petrol,Manual,22.0,1197,81.8,5,245000
6700,Ford Ecosport,5,143000,Individual,Diesel,Manual,22.77,1498,98.59,5,525000
6701,Mahindra XUV500,8,47000,Dealer,Diesel,Manual,16.0,2179,140.0,7,650000
6702,Maruti Wagon R,8,40000,Dealer,Petrol,Manual,18.9,998,67.1,5,285000
6703,Honda City,11,57000,Dealer,Petrol,Automatic,15.6,1497,116.3,5,350000
6704,Maruti Swift,8,65209,Dealer,Diesel,Manual,22.9,1248,74.0,5,330000
6705,Ford Ecosport,6,50000,Dealer,Diesel,Manual,21.7,1498,98.96,5,560000
6706,Hyundai Grand,2,16415,Individual,Petrol,Manual,18.9,1197,81.86,5,515000
6707,Honda City,3,12000,Individual,Petrol,Manual,17.4,1497,117.6,5,900000
6708,Volkswagen Polo,5,45000,Dealer,Petrol,Manual,16.2,1199,74.0,5,450000
6709,Hyundai Grand,5,63000,Dealer,Petrol,Manual,18.9,1197,82.0,5,450000
6710,Maruti Wagon R,14,30000,Individual,Petrol,Manual,18.9,1061,67.0,5,70000
6711,Maruti Ciaz,6,52000,Dealer,Petrol,Manual,20.73,1373,91.1,5,565000
6712,Hyundai Verna,9,62000,Dealer,Petrol,Manual,17.01,1591,121.3,5,420000
6713,Hyundai i10,9,73500,Dealer,Petrol,Manual,20.36,1197,78.9,5,240000
6714,Maruti Swift,13,63248,Dealer,Petrol,Manual,16.1,1197,85.0,5,170000
6715,Maruti Ciaz,6,49098,Dealer,Petrol,Manual,20.73,1373,91.1,5,585000
6716,Volkswagen Polo,9,90000,Individual,Diesel,Manual,22.07,1199,73.9,5,210000
6717,Maruti Swift Dzire,4,59000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,675000
6718,Honda Amaze,2,45000,Dealer,Petrol,Automatic,18.3,1199,88.76,5,675000
6719,Maruti Ciaz,7,47000,Dealer,Diesel,Manual,26.21,1248,88.5,5,495000
6720,Maruti Ciaz,6,56000,Dealer,Diesel,Manual,28.09,1248,88.5,5,510000
6721,Toyota Innova,6,47000,Dealer,Diesel,Manual,12.99,2494,100.0,7,865000
6722,Maruti Swift Dzire,4,10000,Dealer,Petrol,Manual,21.21,1197,81.8,5,675000
6723,Hyundai i20,5,62000,Dealer,Petrol,Manual,17.0,1197,80.0,5,545000
6724,Hyundai i20,7,63000,Dealer,Diesel,Manual,23.0,1396,90.0,5,365000
6725,Toyota Innova,6,35000,Individual,Diesel,Manual,12.99,2494,100.6,7,990000
6726,Honda City,5,55000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,750000
6727,Maruti Swift,5,20000,Individual,Petrol,Manual,21.21,1197,81.8,5,450000
6728,Honda City,4,33000,Dealer,Petrol,Manual,17.8,1498,119.35,5,790000
6729,Mahindra XUV500,5,70066,Dealer,Diesel,Manual,16.0,1997,140.0,7,785000
6730,Maruti Vitara,5,58000,Dealer,Diesel,Manual,24.3,1248,88.5,5,690000
6731,Maruti Wagon R,9,62443,Dealer,Petrol,Manual,18.9,998,67.1,5,235000
6732,Hyundai i20,6,60000,Dealer,Diesel,Manual,21.9,1396,90.0,5,350000
6733,Mahindra Scorpio,5,55000,Dealer,Diesel,Manual,15.4,2179,120.0,8,975000
6734,Hyundai i10,11,60000,Individual,Petrol,Manual,20.36,1197,78.9,5,165000
6735,Maruti Alto,14,40000,Dealer,Petrol,Manual,19.7,796,46.3,5,80000
6736,Honda Amaze,7,45892,Dealer,Diesel,Manual,25.8,1498,98.6,5,369000
6737,Honda City,6,35000,Dealer,Diesel,Manual,26.0,1498,98.6,5,621000
6738,Maruti Swift Dzire,12,145000,Individual,Petrol,Manual,17.5,1298,85.8,5,175000
6739,Hyundai Grand,2,25000,Individual,Petrol,Automatic,18.9,1197,81.86,5,570000
6740,Mahindra XUV500,6,57000,Dealer,Diesel,Manual,16.0,2179,140.0,7,925000
6741,Honda Amaze,7,87000,Dealer,Diesel,Manual,25.8,1498,98.6,5,375000
6742,Hyundai Grand,3,15800,Dealer,Petrol,Automatic,18.9,1197,81.86,5,479000
6743,Mahindra XUV500,4,56000,Dealer,Diesel,Manual,16.0,2179,140.0,7,925000
6744,Renault KWID,5,45000,Individual,Petrol,Manual,23.01,999,67.0,5,225000
6745,Ford Figo,8,30000,Individual,Diesel,Manual,20.0,1399,68.05,5,250000
6746,Hyundai i20,3,25000,Dealer,Petrol,Manual,18.6,1197,81.86,5,550000
6747,Hyundai Grand,3,36000,Dealer,Petrol,Manual,18.9,1197,81.86,5,520000
6748,Hyundai i20,5,22000,Dealer,Petrol,Manual,18.6,1197,81.83,5,549000
6749,Maruti Ertiga,4,2100,Dealer,Petrol,Manual,19.01,1462,103.26,7,725000
6750,Mahindra Scorpio,10,65001,Dealer,Diesel,Manual,12.05,2179,120.0,7,449000
6751,Hyundai Verna,6,52323,Dealer,Diesel,Automatic,19.08,1582,126.2,5,665000
6752,Honda Amaze,5,15000,Individual,Petrol,Manual,18.0,1198,86.7,5,500000
6753,Maruti Swift Dzire,7,80000,Dealer,Petrol,Manual,19.0,1197,85.8,5,310000
6754,Volkswagen Polo,6,52752,Dealer,Petrol,Manual,18.78,1198,74.0,5,390000
6755,Maruti Swift Dzire,3,40000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,625000
6756,Hyundai Verna,7,89000,Dealer,Diesel,Manual,22.32,1582,126.32,5,650000
6757,Maruti Swift,5,55000,Dealer,Diesel,Manual,25.2,1248,74.0,5,410000
6758,Maruti Swift Dzire,6,57000,Dealer,Petrol,Manual,21.21,1197,81.8,5,460000
6759,Honda City,14,42000,Dealer,Petrol,Manual,17.7,1497,78.0,5,165000
6760,Ford Ecosport,6,42000,Dealer,Petrol,Automatic,14.7,1496,120.69,5,650000
6761,Honda City,2,16000,Dealer,Petrol,Manual,17.4,1497,117.3,5,1090000
6762,Maruti Swift Dzire,7,45000,Dealer,Petrol,Manual,19.1,1197,85.8,5,420000
6763,Hyundai i20,6,48300,Dealer,Diesel,Manual,22.54,1396,88.73,5,485000
6764,Maruti Ciaz,4,47000,Dealer,Diesel,Manual,28.09,1248,88.5,5,700000
6765,Maruti Swift Dzire,3,9313,Dealer,Petrol,Automatic,21.21,1197,81.8,5,745000
6766,Honda City,10,58568,Dealer,Petrol,Manual,16.8,1497,116.4,5,350000
6767,Honda Amaze,2,68000,Dealer,Diesel,Automatic,21.0,1498,78.9,5,800000
6768,Maruti Swift,8,50000,Dealer,Diesel,Manual,22.9,1248,74.0,5,350000
6769,Maruti Ertiga,9,70000,Dealer,Petrol,Manual,16.02,1373,93.7,7,425000
6770,Volkswagen Polo,6,65869,Dealer,Petrol,Manual,16.2,1199,74.0,5,465000
6771,Honda City,5,50000,Individual,Petrol,Manual,17.8,1497,117.3,5,660000
6772,Maruti Swift Dzire,12,68000,Dealer,Petrol,Manual,17.5,1298,85.8,5,210000
6773,Honda City,6,63000,Dealer,Diesel,Manual,26.0,1498,98.6,5,575000
6774,Hyundai Grand,4,32891,Dealer,Petrol,Manual,18.9,1197,82.0,5,450000
6775,Mahindra Scorpio,5,51000,Dealer,Diesel,Manual,15.4,1997,120.0,7,960000
6776,Hyundai Creta,5,72000,Dealer,Diesel,Manual,19.67,1582,126.2,5,825000
6777,Maruti Baleno,4,23000,Individual,Petrol,Manual,21.4,1197,83.1,5,550000
6778,Honda City,15,57526,Dealer,Petrol,Manual,13.0,1343,90.0,5,90000
6779,Toyota Innova,3,48000,Dealer,Petrol,Automatic,10.75,2694,163.7,7,1790000
6780,Maruti Swift,1,35000,Dealer,Petrol,Manual,22.0,1197,81.8,5,575000
6781,Honda City,10,39000,Dealer,Petrol,Manual,17.0,1497,118.0,5,349000
6782,Mahindra XUV500,6,58000,Dealer,Diesel,Manual,16.0,2179,140.0,7,790000
6783,Ford Figo,8,76091,Dealer,Diesel,Manual,20.0,1399,68.05,5,245000
6784,Toyota Innova,9,39000,Dealer,Diesel,Manual,12.99,2494,100.0,7,650000
6785,Honda City,10,70778,Dealer,Petrol,Manual,17.0,1497,118.0,5,360000
6786,Maruti Baleno,3,32000,Dealer,Diesel,Manual,27.39,1248,74.0,5,615000
6787,Maruti Swift Dzire,5,39000,Dealer,Petrol,Manual,22.0,1197,81.8,5,495000
6788,Honda City,6,58000,Dealer,Petrol,Manual,17.8,1497,117.3,5,620000
6789,Hyundai Verna,3,11500,Dealer,Petrol,Manual,17.43,1396,105.5,5,825000
6790,Maruti Alto,11,40000,Individual,Petrol,Manual,19.7,796,46.3,5,170000
6791,Toyota Innova,4,52000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1450000
6792,Maruti Ciaz,6,84000,Dealer,Diesel,Manual,26.21,1248,88.5,5,550000
6793,Hyundai i20,3,69000,Dealer,Diesel,Manual,22.54,1396,88.73,5,660000
6794,Maruti Swift Dzire,9,48059,Dealer,Diesel,Manual,19.3,1248,73.9,5,353000
6795,Maruti Ciaz,3,49000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,811000
6796,Maruti Baleno,3,39000,Dealer,Petrol,Manual,21.4,1197,83.1,5,600000
6797,Hyundai Grand,4,46000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,470000
6798,Maruti Ciaz,5,52000,Dealer,Diesel,Manual,28.09,1248,88.5,5,615000
6799,Hyundai i10,8,44000,Individual,Petrol,Manual,19.81,1086,68.05,5,230000
6800,Maruti Wagon R,9,69000,Dealer,Petrol,Manual,21.79,998,67.05,5,300000
6801,Toyota Innova,4,63000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1650000
6802,Maruti Swift Dzire,4,60000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,600000
6803,Hyundai i20,5,51334,Dealer,Petrol,Manual,18.6,1197,81.83,5,550000
6804,Hyundai i10,9,50000,Dealer,Petrol,Manual,20.36,1197,78.9,5,240000
6805,Hyundai Grand,4,21000,Dealer,Diesel,Manual,24.0,1186,73.97,5,455000
6806,Maruti Baleno,3,19000,Dealer,Petrol,Manual,21.01,1197,81.8,5,585000
6807,Hyundai Grand,6,41000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,540000
6808,Honda City,13,100000,Individual,Petrol,Manual,17.7,1497,78.0,5,200000
6809,Honda Amaze,7,49000,Dealer,Petrol,Manual,18.0,1198,86.7,5,395000
6810,Maruti Baleno,3,4000,Dealer,Petrol,Manual,21.4,1197,83.1,5,680000
6811,Hyundai Grand,7,29000,Dealer,Petrol,Manual,18.9,1197,82.0,5,375000
6812,Hyundai Creta,5,30000,Dealer,Petrol,Manual,13.0,1591,121.3,5,890000
6813,Maruti Swift Dzire,4,63452,Dealer,Diesel,Automatic,28.4,1248,74.02,5,695000
6814,Hyundai i20,3,43000,Dealer,Petrol,Manual,18.6,1197,81.83,5,595000
6815,Honda City,9,78000,Dealer,Petrol,Automatic,15.6,1497,116.3,5,475000
6816,Maruti Swift,3,30000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,650000
6817,Hyundai Verna,7,47000,Dealer,Diesel,Automatic,22.32,1582,126.32,5,545000
6818,Maruti Wagon R,6,56931,Dealer,Petrol,Manual,20.51,998,67.04,5,320000
6819,Mahindra Scorpio,5,64312,Dealer,Diesel,Manual,15.4,2179,120.0,7,825000
6820,Hyundai Creta,3,73249,Dealer,Diesel,Manual,21.38,1396,88.7,5,865000
6821,Hyundai i10,10,190000,Individual,Petrol,Manual,19.81,1086,68.05,5,150000
6822,Maruti Wagon R,7,50000,Individual,Petrol,Manual,20.51,998,67.04,5,300000
6823,Maruti Vitara,4,60000,Individual,Diesel,Manual,24.3,1248,88.5,5,780000
6824,Maruti Swift Dzire,6,52000,Dealer,Petrol,Manual,17.5,1197,85.8,5,425000
6825,Maruti Wagon R,6,33000,Dealer,Petrol,Automatic,20.51,998,67.04,5,425000
6826,Hyundai Grand,3,22000,Dealer,Petrol,Manual,18.9,1197,81.86,5,475000
6827,Maruti Vitara,3,29000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,895000
6828,Hyundai i20,4,39000,Dealer,Petrol,Manual,18.6,1197,81.86,5,590000
6829,Toyota Innova,5,18000,Dealer,Petrol,Manual,11.25,2694,163.7,7,1475000
6830,Maruti Ertiga,9,58000,Dealer,Diesel,Manual,20.77,1248,88.76,7,395000
6831,Ford Figo,7,60000,Individual,Petrol,Manual,15.6,1196,70.02,5,175000
6832,Honda Amaze,6,60500,Dealer,Petrol,Manual,18.0,1198,86.7,5,444000
6833,Honda City,10,60000,Individual,Petrol,Manual,17.0,1497,118.0,5,352000
6834,Hyundai i10,12,49100,Individual,Petrol,Manual,20.36,1197,78.9,5,180000
6835,Toyota Innova,4,67000,Individual,Diesel,Automatic,11.36,2755,171.5,8,1480000
6836,Ford Figo,10,57349,Dealer,Diesel,Manual,20.0,1399,68.0,5,185000
6837,Maruti Baleno,4,14000,Dealer,Petrol,Manual,21.4,1197,83.1,5,637000
6838,Maruti Ciaz,4,58000,Dealer,Petrol,Manual,20.73,1373,91.1,5,750000
6839,Honda City,6,63000,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000
6840,Maruti Swift Dzire,5,35000,Dealer,Petrol,Manual,19.1,1197,85.8,5,475000
6841,Hyundai i20,9,53000,Dealer,Petrol,Manual,17.0,1197,80.0,5,345000
6842,Maruti Wagon R,7,47000,Dealer,Petrol,Manual,18.9,998,67.1,5,260000
6843,Maruti Wagon R,5,61193,Dealer,Petrol,Manual,18.9,998,67.1,5,365000
6844,Maruti Wagon R,4,15000,Dealer,Petrol,Manual,17.3,1061,64.0,5,385000
6845,Honda City,13,50000,Dealer,Petrol,Manual,17.0,1497,118.0,5,275000
6846,Mahindra Scorpio,6,90000,Individual,Diesel,Manual,15.4,2179,120.0,7,650000
6847,Maruti Swift,9,64000,Dealer,Diesel,Manual,22.9,1248,74.0,5,275000
6848,Honda City,4,55598,Dealer,Diesel,Manual,25.6,1498,97.9,5,1051000
6849,Maruti Vitara,3,20000,Dealer,Diesel,Manual,24.3,1248,88.5,5,780000
6850,Honda City,6,75000,Individual,Diesel,Manual,26.0,1498,98.6,5,550000
6851,Ford Ecosport,6,73521,Dealer,Diesel,Manual,21.7,1498,98.96,5,532000
6852,Maruti Swift Dzire,9,78000,Dealer,Diesel,Manual,19.3,1248,73.9,5,325000
6853,Hyundai i10,11,80000,Dealer,Petrol,Manual,19.81,1086,68.05,5,240000
6854,Honda City,7,88000,Dealer,Diesel,Manual,26.0,1498,98.6,5,556000
6855,Honda City,4,70000,Dealer,Diesel,Manual,26.0,1498,98.6,5,825000
6856,Mahindra XUV500,5,57000,Dealer,Diesel,Manual,16.0,1997,140.0,7,993000
6857,Honda Amaze,7,52000,Dealer,Petrol,Manual,18.0,1198,86.7,5,375000
6858,Hyundai Creta,4,85000,Dealer,Diesel,Manual,22.1,1396,88.7,5,825000
6859,Mahindra Scorpio,4,45023,Dealer,Diesel,Manual,15.4,2179,120.0,7,1249000
6860,Ford Ecosport,5,72000,Dealer,Diesel,Manual,21.7,1498,98.96,5,675000
6861,Ford Ecosport,7,55000,Dealer,Petrol,Manual,15.8,1499,110.0,5,510000
6862,Hyundai i20,5,60000,Dealer,Petrol,Manual,18.6,1197,81.83,5,550000
6863,Maruti Wagon R,5,58000,Dealer,Petrol,Manual,18.9,998,67.1,5,299000
6864,Hyundai Creta,5,58500,Dealer,Diesel,Manual,19.67,1582,126.2,5,760000
6865,Volkswagen Polo,8,53000,Dealer,Diesel,Manual,22.07,1199,73.9,5,299000
6866,Maruti Ertiga,6,51342,Dealer,Petrol,Manual,16.02,1373,93.7,7,550000
6867,Maruti Ciaz,4,39000,Dealer,Diesel,Manual,26.21,1248,88.5,5,650000
6868,Maruti Ciaz,4,55000,Dealer,Diesel,Manual,28.09,1248,88.5,5,735000
6869,Maruti Swift,5,45000,Dealer,Petrol,Manual,20.4,1197,81.8,5,435000
6870,Hyundai Verna,8,68000,Dealer,Diesel,Automatic,22.32,1582,126.32,5,475000
6871,Maruti Baleno,5,60001,Dealer,Petrol,Automatic,21.4,1197,83.1,5,565000
6872,Honda Amaze,8,53000,Dealer,Petrol,Automatic,15.5,1198,86.7,5,425000
6873,Hyundai Creta,6,58000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,833000
6874,Maruti Wagon R,9,45000,Dealer,Petrol,Manual,14.0,1061,64.0,5,236000
6875,Toyota Innova,9,67000,Dealer,Diesel,Manual,12.99,2494,100.0,7,550000
6876,Toyota Innova,3,36000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1600000
6877,Maruti Swift,7,55000,Dealer,Petrol,Manual,21.21,1197,81.8,5,390000
6878,Maruti Swift,3,18000,Dealer,Petrol,Manual,22.0,1197,81.8,5,570000
6879,Maruti Alto,3,9800,Dealer,Petrol,Manual,22.74,796,47.3,5,320000
6880,Honda City,2,16000,Dealer,Petrol,Manual,17.4,1497,117.6,5,925000
6881,Maruti Ciaz,5,56000,Dealer,Diesel,Manual,28.09,1248,88.5,5,650000
6882,Maruti Alto,8,30000,Dealer,Petrol,Manual,23.95,998,67.05,5,249000
6883,Honda Amaze,5,45000,Dealer,Petrol,Manual,17.8,1198,86.7,5,450000
6884,Toyota Innova,4,54000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1450000
6885,Maruti Swift,5,46000,Individual,Diesel,Manual,25.2,1248,74.0,5,450000
6886,Mahindra XUV500,5,44890,Dealer,Diesel,Automatic,16.0,1997,140.0,7,975000
6887,Hyundai i20,6,57700,Individual,Petrol,Manual,18.6,1197,81.83,5,504000
6888,Volkswagen Polo,3,16000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,875000
6889,Honda City,5,46000,Dealer,Diesel,Manual,26.0,1498,98.6,5,700000
6890,Hyundai Verna,9,38000,Dealer,Petrol,Manual,17.1,1591,121.3,5,440000
6891,Volkswagen Polo,6,46000,Dealer,Diesel,Manual,20.14,1498,88.5,5,425000
6892,Volkswagen Polo,7,49753,Dealer,Diesel,Manual,20.14,1498,88.8,5,425000
6893,Honda City,9,69000,Dealer,Petrol,Manual,16.8,1497,116.4,5,390000
6894,Mahindra Scorpio,8,67000,Dealer,Diesel,Manual,15.4,2179,120.0,9,550000
6895,Maruti Baleno,3,15155,Dealer,Petrol,Automatic,19.56,1197,81.8,5,730000
6896,Hyundai i20,3,36984,Dealer,Petrol,Manual,18.6,1197,81.83,5,370000
6897,Volkswagen Polo,8,89103,Dealer,Diesel,Manual,22.07,1199,73.9,5,234000
6898,Hyundai i10,8,70000,Individual,Petrol,Manual,20.36,1197,78.9,5,225000
6899,Mahindra XUV500,5,50000,Dealer,Diesel,Manual,16.0,1997,140.0,7,1099000
6900,Hyundai i10,6,40000,Individual,Petrol,Manual,19.81,1086,68.05,5,305000
6901,Hyundai Grand,5,62580,Dealer,Diesel,Manual,24.0,1120,70.0,5,425000
6902,Mahindra XUV500,6,50000,Individual,Diesel,Manual,16.0,2179,140.0,7,955000
6903,Mahindra XUV500,3,45000,Dealer,Diesel,Automatic,15.1,2179,152.87,7,1495000
6904,Maruti Wagon R,2,22000,Dealer,Petrol,Manual,21.5,1197,81.8,5,490000
6905,Honda City,6,60000,Dealer,Diesel,Manual,26.0,1498,98.6,5,550000
6906,Maruti Swift Dzire,9,100000,Individual,Diesel,Manual,19.3,1248,73.9,5,300000
6907,Maruti Swift,10,48634,Dealer,Petrol,Manual,16.6,1197,85.0,5,240000
6908,Maruti Swift Dzire,11,65000,Dealer,Petrol,Manual,17.5,1298,85.8,5,260000
6909,Maruti Swift Dzire,9,55000,Dealer,Petrol,Manual,17.5,1197,85.8,5,335000
6910,Maruti Swift,8,79000,Dealer,Diesel,Manual,22.9,1248,74.0,5,325000
6911,Maruti Swift,6,30041,Dealer,Petrol,Manual,21.21,1197,81.8,5,390000
6912,Maruti Swift Dzire,3,11000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,650000
6913,Hyundai i20,7,49000,Dealer,Diesel,Manual,22.54,1396,88.73,5,525000
6914,Maruti Swift,8,53569,Dealer,Diesel,Manual,22.9,1248,74.0,5,285000
6915,Maruti Alto,6,38000,Dealer,Petrol,Manual,22.74,796,47.3,5,245000
6916,Hyundai Verna,8,81000,Dealer,Petrol,Manual,17.1,1591,121.3,5,475000
6917,Ford Ecosport,6,72000,Dealer,Diesel,Manual,22.77,1498,98.59,5,525000
6918,Maruti Swift Dzire,11,50000,Individual,Petrol,Manual,17.5,1197,85.8,5,300000
6919,Maruti Wagon R,12,63000,Dealer,Petrol,Manual,20.51,998,67.04,5,129000
6920,Mahindra XUV500,7,66000,Individual,Diesel,Manual,15.1,2179,140.0,7,590000
6921,Maruti Wagon R,13,67000,Dealer,Petrol,Manual,21.79,998,67.05,5,129000
6922,Maruti Swift Dzire,6,56000,Dealer,Petrol,Manual,20.85,1197,83.14,5,425000
6923,Mahindra XUV500,4,43464,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1200000
6924,Toyota Innova,4,27000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1485000
6925,Maruti Swift Dzire,7,72001,Dealer,Petrol,Manual,19.1,1197,85.8,5,385000
6926,Honda City,5,79000,Dealer,Petrol,Manual,17.8,1497,117.3,5,685000
6927,Maruti Alto,6,36390,Dealer,Petrol,Manual,22.74,796,47.3,5,255000
6928,Maruti Ciaz,2,27000,Dealer,Petrol,Manual,20.73,1373,91.1,5,848000
6929,Maruti Swift,5,38765,Dealer,Petrol,Manual,22.0,1197,81.8,5,525000
6930,Maruti Alto,8,70000,Individual,Petrol,Manual,22.74,796,47.3,5,157000
6931,Mahindra Scorpio,3,15000,Individual,Diesel,Manual,16.36,2179,140.0,7,1285000
6932,Maruti Wagon R,9,72300,Dealer,Petrol,Manual,21.79,998,67.05,5,249000
6933,Hyundai i10,12,97341,Dealer,Petrol,Manual,20.36,1197,78.9,5,165000
6934,Toyota Innova,4,68000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1450000
6935,Maruti Swift Dzire,10,86000,Individual,Diesel,Manual,19.3,1248,73.9,5,275000
6936,Maruti Alto,9,62351,Dealer,Petrol,Manual,20.92,998,67.1,5,209000
6937,Honda Amaze,6,33000,Dealer,Petrol,Manual,18.0,1198,86.7,5,425000
6938,Maruti Vitara,2,15000,Individual,Diesel,Manual,24.3,1248,88.5,5,900000
6939,Maruti Wagon R,9,54000,Dealer,Petrol,Manual,18.9,998,67.1,5,275000
6940,Volkswagen Polo,10,27282,Dealer,Petrol,Manual,16.47,1198,73.9,5,285000
6941,Maruti Baleno,2,9000,Dealer,Petrol,Manual,21.01,1197,81.8,5,600000
6942,Ford Figo,6,62752,Dealer,Diesel,Manual,20.0,1399,68.05,5,323000
6943,Hyundai i10,9,47000,Dealer,Petrol,Manual,19.81,1086,68.05,5,290000
6944,Maruti Baleno,3,19000,Dealer,Petrol,Manual,21.4,1197,83.1,5,675000
6945,Ford Ecosport,4,25000,Dealer,Diesel,Manual,23.0,1498,98.96,5,800000
6946,Maruti Ciaz,5,33000,Dealer,Petrol,Manual,20.73,1373,91.1,5,645000
6947,Hyundai i10,11,53000,Individual,Petrol,Manual,20.36,1197,78.9,5,170000
6948,Maruti Swift Dzire,7,101000,Individual,Petrol,Manual,17.5,1298,85.8,5,480000
6949,Mahindra XUV500,6,61000,Dealer,Diesel,Manual,16.0,2179,140.0,7,875000
6950,Maruti Wagon R,3,30000,Dealer,Petrol,Manual,21.79,998,67.05,5,415000
6951,Maruti Swift Dzire,3,40000,Individual,Petrol,Manual,19.0,1197,85.8,5,500000
6952,Hyundai Grand,6,38000,Dealer,Petrol,Manual,18.9,1197,82.0,5,385000
6953,Maruti Ertiga,5,52000,Dealer,Petrol,Manual,16.02,1373,93.7,7,615000
6954,Maruti Swift,7,75328,Dealer,Petrol,Manual,21.21,1197,81.8,5,365000
6955,Toyota Innova,4,70000,Individual,Diesel,Manual,13.68,2393,147.8,7,1450000
6956,Maruti Swift,8,73000,Individual,Diesel,Manual,22.9,1248,74.0,5,350000
6957,Renault KWID,3,11051,Dealer,Petrol,Manual,23.01,999,67.0,5,365000
6958,Hyundai Creta,4,51000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1025000
6959,Maruti Swift,6,31000,Dealer,Petrol,Manual,20.4,1197,81.8,5,425000
6960,Maruti Vitara,4,68000,Dealer,Diesel,Manual,24.3,1248,88.5,5,785000
6961,Hyundai Creta,5,40000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1050000
6962,Volkswagen Polo,10,64845,Dealer,Petrol,Manual,16.47,1198,73.9,5,275000
6963,Hyundai i20,6,55000,Dealer,Petrol,Manual,17.19,1197,81.86,5,525000
